Unnamed: 0,city,class,mfcc,chroma
20,explosion 1,positive,"[-4.14836232e+02  8.14843856e+01 -7.14888292e+01 -3.74069416e+01
 -7.06004474e+00 -3.23792022e+01 -2.03841302e+01 -7.61310511e+00
 -1.31696904e+01 -5.08803141e+00  3.31276782e-01 -2.59447729e+00
 -1.14337039e+00  1.52929386e+00  2.43061791e+00 -2.38095829e-01
 -1.32465604e+00  2.66306598e+00  5.92982145e-01 -2.25682590e+00
  1.90276522e+00  1.40163624e+00 -8.38723540e-01  1.93993754e+00
  1.32268328e+00 -8.46818934e-01 -5.22347849e-02  1.15010826e-01
 -2.03029471e-01 -3.20450384e-01 -1.33748977e-01  6.23979891e-01
  5.98142137e-01  8.73106763e-01  5.33787743e-01 -5.76539823e-01
  4.05582178e-01  2.14633460e-01 -1.80689119e+00 -3.68767225e-01]","[0.70971139 0.68565103 0.71342838 0.738783   0.71885476 0.70148515
 0.68688924 0.68620964 0.7227813  0.74109986 0.72526181 0.72699773]"
21,explosion 1,positive,"[-3.93972143e+02  9.23982001e+01 -7.90721466e+01 -4.97774421e+01
 -9.08361169e+00 -3.22404409e+01 -2.33525311e+01 -8.58561759e+00
 -1.38490323e+01 -4.59443086e+00  2.81476459e+00 -3.26126467e+00
 -1.91106035e+00  3.00453060e+00  3.31577053e-01 -3.27372568e+00
  1.19351066e-01  4.28976781e+00  7.54755992e-01 -8.40320955e-02
  5.40844770e+00  3.92460409e+00 -4.55243206e-01  6.73128566e-01
  4.24744920e-01 -1.51313287e+00 -1.68088130e+00 -1.75722468e+00
 -5.82802605e-01  1.11678670e+00  6.36457090e-01 -4.85252799e-02
  3.81066033e-01  2.55353169e-01 -8.97295541e-01 -4.17001389e-01
  1.75990850e+00  1.20500746e+00 -1.37816403e-01  2.28227049e+00]","[0.59564831 0.57837115 0.60074706 0.63752502 0.73510569 0.7101399
 0.6825524  0.62946933 0.62912574 0.65550163 0.65855233 0.64363147]"
22,explosion 1,positive,"[-3.67674072e+02  1.09690076e+02 -9.55594930e+01 -5.53743625e+01
 -7.63457844e+00 -3.94676744e+01 -2.76559942e+01 -8.24973815e+00
 -1.77393655e+01 -9.64470680e+00  5.16794835e-01 -5.30419250e+00
 -4.31914991e+00  2.86467150e+00  2.12850687e+00 -1.89742121e+00
  8.17492466e-01  4.95509962e+00  1.34033416e+00  3.82175292e-01
  4.56026365e+00  1.77901933e+00 -1.17419057e+00  2.05454863e+00
  1.51558683e+00 -7.47872774e-01  2.91472790e-01  4.82826588e-01
 -7.67021724e-02  6.34681170e-01  4.73875611e-01 -5.65037456e-01
 -2.74030090e-01  7.91938751e-01 -3.85473709e-01 -8.42628616e-01
  1.31849199e+00  1.68094780e-02 -2.20349161e+00  1.12688716e+00]","[0.68453584 0.64799872 0.6694425  0.68084621 0.70793711 0.72785678
 0.7305777  0.69897842 0.69109788 0.69984743 0.67813226 0.70470914]"
23,explosion 1,positive,"[-3.54353652e+02  1.16684373e+02 -1.11529726e+02 -5.00352983e+01
 -1.06362443e+01 -4.51286430e+01 -2.20082219e+01 -1.53477938e+01
 -2.24714140e+01 -5.43395749e+00 -6.42662873e+00 -5.67355768e+00
  2.15605573e+00 -4.28911874e+00 -3.53260454e-01  4.01727674e+00
 -1.64162276e+00  2.95295372e+00  2.66775004e+00 -1.83820750e+00
  3.18003659e+00  8.41967363e-01 -1.36576476e+00  3.19362367e+00
 -7.74672076e-01 -1.91448622e+00  2.06784657e+00 -2.29899684e-01
  1.51836336e-01  2.45668684e+00  4.53584951e-01  4.06808924e-01
  8.03556305e-01  7.71626505e-01  1.61147409e+00  5.82084388e-01
  9.27709937e-01  1.19380439e+00 -7.13289103e-01  1.04926205e+00]","[0.62470882 0.63104569 0.65202078 0.66524939 0.64366843 0.66196208
 0.65716378 0.62904307 0.63846653 0.63806453 0.63588751 0.63783906]"
24,explosion 1,positive,"[-3.28553156e+02  1.27048113e+02 -1.20085913e+02 -5.98141049e+01
 -8.51988829e+00 -4.53962926e+01 -2.82736652e+01 -1.72281657e+01
 -2.34560008e+01 -7.29022401e+00 -5.83502965e+00 -7.25275232e+00
 -9.22632805e-02 -2.56154974e+00  1.20465858e+00  4.30856211e+00
 -4.54981448e-01  2.98498177e+00  2.88941557e+00  6.13254896e-01
  4.57125306e+00  1.19539390e+00  4.29260054e-01  4.71960652e+00
  7.26533639e-02 -5.54368305e-01  3.26944469e+00  1.53079292e-01
 -3.83839468e-01  1.60485829e+00  3.03420599e-01 -2.63505034e-01
 -2.70941889e-01  4.86557999e-01  6.70958178e-01 -6.77144643e-01
  7.96632465e-01  5.23259900e-01 -2.26897941e+00  5.19386875e-01]","[0.57281456 0.58184333 0.59727023 0.5952843  0.61536808 0.6388948
 0.63910855 0.63445336 0.63278843 0.59843769 0.60256467 0.59096317]"
25,explosion 1,positive,"[-3.76834294e+02  1.03928871e+02 -9.78552621e+01 -4.54150606e+01
 -8.12143947e+00 -3.89521682e+01 -2.04397401e+01 -1.10177775e+01
 -1.70743776e+01 -4.69531678e+00 -4.96928523e+00 -6.29076142e+00
 -2.61532742e-01 -2.27985961e+00  3.67142807e-01  1.26011280e+00
 -2.22171569e+00  2.55450262e+00  8.00071591e-01 -2.20059978e+00
  3.46837474e+00  5.75035983e-01 -2.24520017e+00  2.41396564e+00
  9.00541800e-01 -1.63999310e-01  2.00901756e+00  4.32997482e-01
 -1.10148207e-01  7.51504356e-01  5.76122369e-01  7.74649998e-01
  5.82448799e-01  1.54728546e+00  1.59434716e+00 -3.86206459e-01
  1.02849602e+00  1.71323432e+00 -1.15037725e+00  4.78396455e-01]","[0.70778625 0.6885513  0.6830237  0.68597167 0.70891396 0.72236389
 0.72161136 0.73235838 0.74621585 0.74006627 0.75563587 0.75422272]"
26,explosion 1,positive,"[-3.30166391e+02  1.28514163e+02 -1.16061425e+02 -5.81225144e+01
 -8.54681475e+00 -5.04510807e+01 -3.02330781e+01 -1.04721153e+01
 -2.25553300e+01 -9.67231527e+00 -2.26627892e+00 -8.39003579e+00
 -3.55374486e+00 -9.90105722e-02  9.05068467e-02  8.84747717e-01
  3.64115642e-01  2.86703170e+00  2.45143779e+00  1.51431678e+00
  3.75632829e+00  1.15539453e+00  6.73512121e-01  3.62366077e+00
  3.35539208e-01 -5.62379054e-01  1.99616164e+00 -2.39597468e-03
 -6.36381645e-01  7.94125918e-01  1.73106888e-01  3.40732511e-01
  3.75809096e-01  9.12512343e-02  3.53514898e-01 -2.19903586e-01
  2.22649827e-01  3.99370493e-01 -7.82051682e-01  9.52037390e-01]","[0.69300769 0.69102827 0.69261878 0.70485577 0.71733827 0.73393803
 0.71440717 0.74103673 0.74416797 0.71255794 0.70532348 0.69706038]"
27,explosion 1,positive,"[-3.17272667e+02  1.23109287e+02 -1.20199668e+02 -3.59853623e+01
 -1.97739998e+01 -4.68187812e+01 -1.85790547e+01 -2.11758834e+01
 -2.02022205e+01 -1.01535714e+01 -8.07807176e+00 -7.71397009e+00
 -7.22927295e+00  9.73464693e-01 -2.81998554e-01 -3.51212479e+00
 -1.97982552e-03  2.07658728e+00  1.78299903e+00 -2.03665541e+00
  8.23820711e-01  1.89783212e+00 -2.41843807e+00 -1.20584442e-01
 -8.63563196e-01 -9.09918534e-01  9.37687153e-01 -1.21421899e+00
  5.24508398e-01  1.07233084e+00 -6.53552957e-01 -7.48300334e-02
  6.45826809e-01  7.59136169e-01 -9.34702956e-01  6.09546315e-01
  2.40484147e+00  2.30799504e-01  5.73514779e-02  1.88937738e+00]","[0.67501555 0.67733982 0.71061185 0.71263715 0.73005312 0.73922146
 0.72392071 0.72967527 0.77565683 0.72821412 0.76885084 0.72357438]"
28,explosion 1,positive,"[-2.92384599e+02  1.24369243e+02 -1.35198939e+02 -4.50469541e+01
 -2.12158738e+01 -5.29317291e+01 -2.68873464e+01 -2.31325671e+01
 -2.16749068e+01 -1.32474796e+01 -4.92423950e+00 -5.68606642e+00
 -8.13234573e+00  5.55998166e+00  4.51422028e+00 -1.74926568e+00
  4.74551661e+00  7.88653646e+00  4.81588287e+00  8.92212179e-01
  4.65291904e+00  4.54679194e+00  1.00586750e-01  2.04934603e+00
  8.91253555e-02  3.32590051e-01  1.57319334e+00 -1.70385501e+00
 -6.50144687e-02  4.57405742e-01 -6.02703987e-01 -4.84254001e-01
 -5.75887026e-01  2.96944763e-02 -1.79606988e+00 -3.91541286e-01
  1.95302986e+00 -9.17461455e-01 -1.28834681e+00  1.47705234e+00]","[0.62208487 0.63634972 0.68335077 0.70367161 0.71425276 0.71901311
 0.68345162 0.68519552 0.76675778 0.70918962 0.70654282 0.65803151]"
29,explosion 1,positive,"[-3.56112886e+02  9.24112185e+01 -8.83316597e+01 -3.46801220e+01
 -6.94474207e+00 -3.32568283e+01 -1.51898927e+01 -1.06310674e+01
 -1.52585874e+01 -4.12168251e+00 -5.06284456e+00 -7.05521703e+00
 -1.61175190e+00 -1.54870896e+00 -1.10141721e+00 -3.52643374e-01
 -2.05053395e+00  1.41632580e+00  9.19880880e-01 -2.56376137e+00
  9.08117899e-01  2.41983368e-01 -1.68931923e+00  1.24613831e+00
 -8.08395306e-01 -1.14380739e+00  1.38374473e+00 -3.92606454e-01
 -2.55577994e-01  7.70543336e-01  3.02596932e-02  8.78115066e-01
  8.22035265e-01  5.16719880e-01  1.12528511e+00  9.14343616e-01
  1.27019383e+00  1.06715590e+00 -2.09325215e-01  9.96768045e-01]","[0.72252313 0.68742049 0.67791957 0.68551001 0.68727397 0.6953209
 0.69790495 0.70669045 0.74801939 0.77361562 0.75250427 0.74785444]"
30,explosion 1,positive,"[-2.60480799e+02  1.16736251e+02 -9.67762006e+01 -4.00547404e+01
 -7.34480889e+00 -3.42141893e+01 -2.31774833e+01 -1.04180421e+01
 -1.52004202e+01 -1.19324847e+01  2.38281428e-01 -7.15525078e+00
 -1.21346031e+01  1.53956869e+00 -3.07775425e+00 -8.79376827e+00
 -1.51543086e+00 -6.04544634e-01 -3.40995779e+00 -3.05459929e+00
 -5.50237541e-01 -1.06603580e+00 -2.26779395e+00 -1.46804736e+00
 -2.12865542e+00 -2.31970883e-01 -1.76562447e+00 -2.96497204e+00
  1.16015312e+00  8.74981520e-01 -2.35418555e-01 -8.94222833e-02
 -7.77377708e-01  6.89634003e-01 -5.32590368e-01 -2.59586255e-01
  3.62205975e+00  4.22643745e+00  2.69320361e+00  4.29505061e+00]","[0.58380695 0.56213409 0.60417259 0.61569487 0.67347175 0.73638779
 0.71025273 0.65056914 0.61754095 0.62496075 0.6408118  0.62537628]"
31,explosion 1,positive,"[-3.53767851e+02  9.69056170e+01 -9.78921689e+01 -3.82440483e+01
 -1.72326290e+01 -3.46425035e+01 -1.76489810e+01 -1.42608323e+01
 -1.17730675e+01 -6.73976065e+00 -1.09476501e+00 -2.86854111e+00
 -5.13732638e+00  3.50875296e+00  1.33528431e+00 -2.10857129e+00
  6.62174362e-01  2.33418967e+00  1.34136808e+00 -2.25418700e+00
  1.27504356e+00  1.57774901e+00 -2.10726363e+00 -2.03926035e-01
 -1.90403802e+00 -1.07972605e+00  1.81489655e-01 -1.49890341e+00
  8.57011994e-01  7.53350344e-01 -1.68700353e-01  1.87143639e-01
  2.98457569e-01  1.36713705e+00 -6.22801677e-01 -5.05987518e-02
  2.26189924e+00  7.17900939e-01  2.21008367e-01  2.10523230e+00]","[0.65246922 0.66206405 0.69651774 0.71901048 0.73272413 0.74780296
 0.72388087 0.71030643 0.75298965 0.71934722 0.72589545 0.69222423]"
32,explosion 1,positive,"[-2.90982732e+02  1.37819899e+02 -1.32395345e+02 -6.26768951e+01
 -7.13870200e+00 -5.70734282e+01 -3.54208127e+01 -1.02766673e+01
 -2.48530698e+01 -1.33151478e+01 -1.40997844e+00 -8.86050942e+00
 -4.85874874e+00  3.40434843e+00  1.73280896e+00  2.28037427e-01
  2.79915791e+00  5.44240424e+00  3.21332162e+00  7.78485206e-01
  3.89048699e+00  3.72408026e+00  6.84874078e-01  1.55672497e+00
  1.36928548e+00  6.14563954e-01  8.22978777e-01 -1.16573066e-01
  3.74927593e-01  1.38798999e+00  4.01769928e-01 -7.99161390e-01
  1.31851688e-01  1.56745358e+00 -7.52705886e-01 -1.76647703e+00
  1.58084839e+00  1.21799803e-01 -2.86385416e+00  1.24545375e+00]","[0.62413079 0.63165854 0.67267811 0.68053163 0.6804699  0.68947443
 0.64245502 0.63038477 0.65088452 0.66708793 0.6783043  0.66343732]"
33,explosion 1,positive,"[-2.94282971e+02  1.22111984e+02 -1.41903342e+02 -4.78095019e+01
 -1.88585524e+01 -5.97586059e+01 -2.30783863e+01 -1.81269023e+01
 -2.44919422e+01 -5.24095683e+00 -2.72893473e+00 -6.25472764e+00
 -3.21899802e+00  4.07230857e+00  7.71688481e+00 -1.70240455e+00
 -6.18289748e-01  1.23048456e+01  3.53660135e+00 -4.58713449e+00
  7.50855064e+00  4.34421769e+00 -3.32423124e+00  1.67805676e+00
 -2.62917827e-01 -3.61224279e-01  1.45428375e+00 -2.20428067e+00
  1.05193090e+00  3.48153583e+00 -5.15813597e-01 -1.02170186e+00
  1.76087363e+00  1.84477541e+00 -1.64912143e+00 -4.69560213e-01
  3.45641954e+00  2.37959034e-01 -3.30182767e+00  4.09830674e-03]","[0.47949759 0.495064   0.58539778 0.62667544 0.66114223 0.67234063
 0.63984443 0.58684799 0.60465086 0.6346472  0.63564131 0.59817692]"
34,explosion 1,positive,"[-3.49285096e+02  1.00734198e+02 -9.57978906e+01 -3.46878022e+01
 -8.04736989e+00 -4.18169902e+01 -1.70312086e+01 -8.78854371e+00
 -1.80705454e+01 -5.96063506e+00 -4.06631857e+00 -7.29365185e+00
 -4.09656614e+00 -2.59110832e+00 -3.75590388e-01 -2.02329287e+00
 -3.12532991e+00  2.72364774e+00 -1.83041435e-01 -3.70532728e+00
  2.61283920e+00  2.75688386e-01 -3.20181273e+00  5.66278279e-01
 -1.45095530e+00 -1.38812031e+00  7.64288584e-01 -1.63661165e+00
  4.09552373e-01  2.20155198e+00  5.49427814e-01  1.47601157e+00
  2.08032344e+00  2.20872046e+00  1.68284919e+00  4.94417847e-01
  1.96628379e+00  1.40610925e+00 -9.40125488e-01  1.35411679e+00]","[0.70868873 0.65854377 0.67652266 0.7312902  0.74187307 0.75814585
 0.7538509  0.72322441 0.72178016 0.73011402 0.73660911 0.7470594 ]"
35,explosion 1,positive,"[-3.05103130e+02  1.21453791e+02 -1.07586072e+02 -5.52220301e+01
 -8.68118312e+00 -4.84886884e+01 -3.06405509e+01 -1.02184145e+01
 -2.05601090e+01 -1.13700289e+01 -4.06085253e+00 -5.99381399e+00
 -2.09501784e+00 -8.20985053e-01  9.09132490e-01  1.76795801e+00
 -1.62832344e-01  2.89497204e+00  2.82405556e+00  9.36998874e-01
  3.93955904e+00  2.38165109e+00  7.68617805e-01  3.34665084e+00
  9.42987987e-01 -2.19100286e-01  2.25616763e+00  7.70290085e-01
 -2.87833007e-01  8.28205100e-01  3.51606434e-01 -1.64161855e-01
 -2.35924480e-01  5.20722296e-01  5.08673667e-01 -4.69744771e-01
  1.07891274e+00  5.42958079e-01 -2.06119683e+00  4.01664503e-01]","[0.70595561 0.70566112 0.72146321 0.70016573 0.67487544 0.69296105
 0.69047707 0.68739573 0.69011138 0.70617803 0.70599942 0.71728774]"
36,explosion 1,positive,"[-3.44675322e+02  1.20933421e+02 -1.08072662e+02 -5.61516472e+01
 -6.30248224e+00 -4.35628588e+01 -2.72566691e+01 -7.78273833e+00
 -1.93902063e+01 -9.77651217e+00 -9.34711164e-01 -6.85933623e+00
 -3.70870795e+00  1.86407720e+00 -1.41117107e-01 -1.74145322e+00
  2.73814776e-01  1.78177679e+00 -5.92228220e-01 -8.45644397e-01
  1.49289460e+00 -2.13754919e-01 -1.46559160e+00  3.64574141e-01
  1.04506328e-01  6.11225261e-01  1.72477114e+00  1.52161205e+00
  2.01046680e+00  1.66451084e+00  2.12642217e-01 -2.58156062e-01
  3.11398682e-01  1.30251568e+00  1.82273197e-01 -7.30644339e-01
  1.23947044e+00  9.58755654e-01 -9.00453578e-01  9.00557315e-01]","[0.69068442 0.68056538 0.68488035 0.69564708 0.69941144 0.71025937
 0.72268888 0.69605594 0.69906996 0.71824202 0.73822512 0.72867026]"
37,explosion 1,positive,"[-3.17669817e+02  1.22460347e+02 -1.16391367e+02 -5.16318686e+01
 -7.31350775e+00 -5.34949974e+01 -2.88835258e+01 -9.72209263e+00
 -2.54940902e+01 -1.24811265e+01 -2.77049493e+00 -7.59572451e+00
 -3.75209770e+00  1.82554385e+00  3.17389036e+00 -2.64254735e-01
  8.75434879e-01  6.64008994e+00  1.43482656e+00 -1.68703582e-02
  5.85626655e+00  8.61870147e-01 -6.95178014e-01  3.87111959e+00
 -1.49066490e-02  4.43014729e-01  3.36342501e+00 -5.21650625e-01
  1.24372072e-01  2.07573798e+00 -2.39541662e-01  7.86522714e-01
  2.16869731e+00  1.37621670e+00  4.61511430e-01 -6.54916417e-01
  7.31856508e-01  1.22079806e-01 -3.24006646e+00 -5.83931702e-01]","[0.5961334  0.60758128 0.65160145 0.65310595 0.64800862 0.64034649
 0.66870693 0.65186746 0.60748937 0.60415127 0.63179403 0.62612762]"
38,explosion 1,positive,"[-3.06297855e+02  1.01695432e+02 -8.66516673e+01 -5.35691545e+01
 -6.00716112e+00 -3.51234471e+01 -2.93286216e+01 -4.72299396e+00
 -1.36760368e+01 -1.13682349e+01  4.82308666e+00 -3.81444524e+00
 -8.21832750e+00  8.06359100e+00  5.89815234e+00 -5.56360594e+00
  2.41596544e+00  8.89748374e+00 -6.61624121e-01 -2.77706159e+00
  4.93165904e+00  2.45592818e+00 -3.38317958e+00 -1.02192446e+00
 -6.13523348e-01 -2.75460886e+00 -2.83437725e+00 -2.45521539e+00
  1.49993913e-01  3.51677850e+00  2.88370230e+00  1.79985058e+00
  4.06158193e+00  3.82588146e+00 -1.04052316e+00 -8.80613543e-01
  1.61978117e+00 -1.94694749e+00 -3.49881537e+00  4.12414387e-01]","[0.48478001 0.48597319 0.57945269 0.65190711 0.67317788 0.65492305
 0.58819132 0.552774   0.61708317 0.65073025 0.62246257 0.57794903]"
39,explosion 1,positive,"[-2.59119250e+02  1.52376685e+02 -1.23824645e+02 -6.99384769e+01
 -1.95894858e+01 -5.91953413e+01 -3.51240647e+01 -1.38044219e+01
 -2.82109831e+01 -1.52627993e+01 -1.35384979e+00 -1.12377171e+01
 -7.73501804e+00  5.84686157e+00  3.61814513e+00 -2.04025321e+00
  1.68707227e+00  6.93110983e+00  2.47267785e+00  4.06411960e-02
  7.92006563e+00  5.81235283e+00 -5.18365373e-01  1.90566211e+00
  1.61027635e+00  8.46078067e-01  3.29623362e-01 -2.01882138e+00
  5.09110522e-01  1.65625817e+00 -1.57956402e+00 -1.67002585e+00
  2.89028228e+00  4.32305316e+00 -8.41216984e-01 -7.05988944e-01
  3.29096581e+00 -4.60881310e-01 -3.71703897e+00 -3.40056659e-01]","[0.55714348 0.57875342 0.68711309 0.65541229 0.63150395 0.67210488
 0.65319197 0.63977098 0.63128868 0.63842254 0.68939027 0.64641046]"
40,explosion 1,positive,"[-2.82828351e+02  1.28675345e+02 -1.28875812e+02 -6.44291464e+01
 -4.73416326e+00 -4.80674936e+01 -3.18434279e+01 -1.19897813e+01
 -2.29085622e+01 -1.06199033e+01 -2.36078702e+00 -6.79366244e+00
 -3.06388981e+00  1.47756679e+00  3.59578084e+00  1.02300319e+00
  6.45035138e-01  6.89888979e+00  4.01047650e+00  7.97548669e-01
  6.06739901e+00  3.07706474e+00 -4.14680901e-01  3.64032828e+00
  1.40826864e+00 -1.38565658e+00  1.55046097e+00  1.16819769e+00
 -5.70021359e-01  1.39451692e-01  3.41272862e-01 -8.38972366e-01
 -1.53800021e+00  4.34771862e-01  8.10666719e-01 -9.35551570e-01
  4.34880660e-01 -6.61628740e-01 -3.26923380e+00  5.28828493e-01]","[0.58486107 0.56551867 0.59670131 0.59993257 0.60152973 0.62519432
 0.622654   0.63073928 0.63847441 0.63166549 0.61932387 0.60858747]"
41,explosion 1,positive,"[-2.60814524e+02  1.26913370e+02 -1.03450256e+02 -4.20586928e+01
 -2.37367844e-01 -3.85825996e+01 -2.23445149e+01 -7.71990999e+00
 -1.98497360e+01 -1.21132367e+01 -4.38006922e+00 -1.00898402e+01
 -8.09198928e+00 -1.28880653e+00 -4.34826955e+00 -6.54207649e+00
 -3.84175226e+00 -2.32887848e+00 -4.10561657e+00 -4.29992581e+00
 -1.97006094e+00 -2.55281536e+00 -2.96980461e+00 -1.63036776e+00
 -3.19585279e+00 -2.27812005e+00 -1.66615854e+00 -2.80405129e+00
 -3.25386528e-01  7.64176304e-01  1.81681548e-01  1.92500770e+00
  2.70285499e+00  3.33521693e+00  2.92495163e+00  1.46062453e+00
  1.71521333e+00  1.69080073e+00  6.20936970e-01  1.93887110e+00]","[0.66321107 0.63869003 0.66261344 0.70086905 0.69376517 0.68873519
 0.68272792 0.67853711 0.68641043 0.69423055 0.68197276 0.68077777]"
42,explosion 1,positive,"[-3.03084509e+02  1.27355675e+02 -1.24390472e+02 -5.40174120e+01
 -4.04758779e+00 -4.52776566e+01 -2.71993994e+01 -1.21159600e+01
 -2.19540618e+01 -1.08838023e+01 -3.33779455e+00 -8.16806119e+00
 -5.29153038e+00 -7.79105333e-01 -4.43623281e-01 -5.20786261e-01
 -9.94861473e-01  1.23462859e+00  1.38009383e+00  5.49547514e-01
  3.30526190e+00  5.86708529e-01 -6.80182346e-01  2.85793674e+00
 -2.20893094e-01 -8.06502088e-01  1.54669207e+00 -7.36884200e-01
 -3.89766854e-01  1.14266612e+00  3.40159523e-01 -1.58492776e-02
 -1.46523471e-01  2.28407327e-01 -3.92708405e-02 -1.23012680e-01
  1.36365567e+00  3.70381351e-01 -1.26087793e+00  1.30619969e+00]","[0.63784069 0.63168764 0.64355186 0.63731038 0.63116425 0.67131282
 0.68561032 0.66269781 0.65850703 0.65094234 0.63914283 0.64501674]"
43,explosion 1,positive,"[-3.03147009e+02  1.22605130e+02 -1.09659690e+02 -6.06930982e+01
 -8.69116582e+00 -4.38620445e+01 -2.87712148e+01 -1.00402605e+01
 -2.04326631e+01 -1.00474400e+01 -1.27015245e+00 -7.06955003e+00
 -4.64142286e+00  1.23225103e+00  2.07210217e+00 -3.85863395e-01
 -2.56956668e-01  4.19387978e+00  2.75412432e+00  8.04560959e-01
  4.66137301e+00  2.76656605e+00 -2.82389718e-01  2.08673984e+00
  9.38715504e-01 -5.11054178e-01  8.65322739e-01 -3.57447752e-01
 -8.37950290e-01  9.22441272e-01  1.77742765e-01 -1.39105724e+00
  1.37377542e-01  1.87135728e+00  1.90077879e-01 -1.43658801e-03
  2.25536778e+00  1.50521773e-01 -2.29028474e+00  3.80729605e-01]","[0.59419685 0.61613008 0.6467803  0.65461913 0.65756792 0.68756407
 0.70786709 0.67905835 0.65129967 0.66137077 0.64864816 0.63569699]"
44,explosion 1,positive,"[-2.94890782e+02  1.06587693e+02 -9.66792992e+01 -4.08929618e+01
 -1.06729247e+01 -3.47602316e+01 -1.92473149e+01 -9.36795602e+00
 -1.29966030e+01 -9.62787847e+00 -2.21492930e+00 -5.47630684e+00
 -7.37793258e+00  6.51461170e-01 -2.65313193e+00 -5.15970997e+00
 -6.33445844e-01 -1.10045434e+00 -2.19166252e+00 -1.83588354e+00
 -1.49632501e-01 -5.25697541e-01 -1.46061029e+00 -5.61154537e-01
 -1.86467811e+00 -6.04278686e-01  1.71608492e-02 -1.10900636e+00
  7.29436984e-01  9.99379716e-01  8.00397645e-01  8.46161483e-01
  1.03202659e+00  2.56026352e+00  8.22159386e-01  2.10216488e-01
  2.02315646e+00  1.52548713e+00  2.84119052e-01  1.15418844e+00]","[0.67052823 0.65582103 0.66678018 0.68588965 0.70361659 0.70771501
 0.694833   0.69334876 0.68525624 0.69902015 0.71042134 0.6958052 ]"
45,explosion 1,positive,"[-3.13674875e+02  1.33419203e+02 -1.17491605e+02 -7.98100367e+01
 -6.55496049e+00 -4.36726566e+01 -3.98821893e+01 -5.75428272e+00
 -1.69698652e+01 -1.81276170e+01  1.12549117e+00 -1.49053656e+00
 -5.89122756e+00  3.14256993e+00  4.64294683e+00  1.07910116e+00
  4.10331211e+00  5.78157391e+00  2.86773322e+00  2.61682114e+00
  3.49334852e+00  1.78300417e+00  1.87890133e+00  3.57693048e+00
  2.02278281e+00 -6.02164974e-02  3.45757592e-01 -3.20175891e-01
 -2.19188067e+00 -1.15185550e+00  8.27905533e-01  1.66161003e-01
  7.70914831e-01  2.64572545e+00 -9.83479442e-02 -2.35822413e+00
 -4.60033930e-02 -1.48855972e+00 -3.45845418e+00  8.43339419e-01]","[0.61398244 0.63688904 0.66483258 0.68671442 0.64431254 0.60450475
 0.60230025 0.61083694 0.6443363  0.60812117 0.58813887 0.60627694]"
46,explosion 1,positive,"[-3.59825025e+02  1.12158728e+02 -1.09689431e+02 -4.72166613e+01
 -7.91564287e+00 -4.38889515e+01 -2.10297539e+01 -1.28539784e+01
 -2.20447525e+01 -5.45104657e+00 -4.96683551e+00 -8.19039076e+00
 -1.37639182e+00 -1.72323645e+00  1.67171442e+00  1.26749526e+00
 -2.91979844e+00  4.37596952e+00  2.82604568e+00 -2.52333111e+00
  3.77669167e+00  2.17359317e+00 -1.85011475e+00  1.89905337e+00
  2.37602606e-05 -8.16962300e-01  1.30856976e+00 -4.19426662e-01
  5.31836541e-01  1.63020339e+00  7.87342275e-02  1.03880882e+00
  1.41049469e+00  1.11890487e+00  6.49637339e-01 -6.12690255e-01
  7.79467334e-01  1.02732662e+00 -1.13052034e+00  1.30172521e+00]","[0.64028442 0.62214851 0.65117874 0.67649691 0.677153   0.69164877
 0.6863088  0.69693361 0.73181551 0.70495828 0.69577819 0.68314837]"
47,explosion 1,positive,"[-3.06055017e+02  1.37286753e+02 -1.14710444e+02 -7.63615903e+01
 -8.85959702e+00 -4.62706537e+01 -3.98724901e+01 -9.26425174e+00
 -1.85116823e+01 -1.58934084e+01 -1.02418674e+00 -3.78428065e+00
 -3.97217602e+00  2.80861482e+00  2.40515094e+00  7.12314659e-01
  3.15460226e+00  3.90159811e+00  2.27911627e+00  2.93028330e+00
  3.92879464e+00  2.62231456e+00  2.56228534e+00  2.88776944e+00
  9.75770803e-01  2.85092593e-01  1.02168724e+00  3.11467476e-01
 -5.47670000e-01 -1.31307260e-01  1.07642969e-01 -9.12486350e-01
 -7.45264564e-01  8.36558231e-01 -4.17535343e-01 -1.27455397e+00
  1.31535624e+00 -8.28604729e-02 -2.85759557e+00  3.43093507e-01]","[0.62446489 0.64909419 0.67189543 0.65440029 0.62846495 0.6160301
 0.61516323 0.62352339 0.61662336 0.62213553 0.6468241  0.64038626]"
48,explosion 1,positive,"[-2.99267579e+02  1.44328430e+02 -1.17024294e+02 -8.25400089e+01
 -7.13258957e+00 -4.66584144e+01 -4.56285714e+01 -9.07834149e+00
 -1.81335994e+01 -1.89470922e+01  4.03970539e-01 -2.68405311e+00
 -6.47103435e+00  2.72456379e+00  3.04352912e+00  1.25469746e-01
  3.55442292e+00  4.33272404e+00  2.67350942e+00  3.47470885e+00
  3.66790714e+00  2.65744674e+00  3.24767917e+00  3.70600811e+00
  1.74949074e+00  5.59699065e-01  1.81671212e+00  1.06810343e+00
 -1.31558437e+00 -2.61685281e-01  8.52161702e-01 -9.49741729e-01
  5.29531076e-01  2.80046141e+00 -1.13190786e+00 -3.16014432e+00
 -9.85048003e-02 -1.81432209e+00 -3.49922144e+00  1.16194700e+00]","[0.60464685 0.61230774 0.63500318 0.65737055 0.61754242 0.59892819
 0.59591453 0.60590152 0.64773311 0.59974864 0.59460048 0.61466178]"
